,Content,Location,Username,Retweet-Count,Favorites,Created at
65,2021 Mississippi Glory Premier 16-Kuroda-Sarah Watson-Mississippi Glory Premier 16-Lewis-Maggie Barker-Mississippi Glory Premier 14-Lewis-Kylie Ballentine showcasing their skills at the University of Tennessee-Martin Softball Camp! #ALLIN! https://t.co/E2ysOsprDM,,xtremedemarini,2,5,2021-06-16 03:28:41
66,2021 Mississippi Glory 12-Isabelle Matthews putting in the work with the WCWS Champions at the University of Oklahoma Sooner Softball Camp! #ALLIN https://t.co/V1hOrOlFc6,,xtremedemarini,1,11,2021-06-16 03:24:59
67,The racism of “Ole Miss” is hiding in plain sight https://t.co/Uz9RTBFutI,,MotherJones,28,62,2021-06-16 03:00:58
68,@abannayz it’s a University of Southern Mississippi sweatshirt!!! I’m from Mississippi so it’s super cool that he wore it.,,hanadoolsteph,0,1,2021-06-16 01:21:17
69,Blessed to receive an offer from the University of Mississippi 🙏🏽 https://t.co/rSwZgXhCv2,"Covington, Ga ",StephonCastle,7,45,2021-06-16 00:57:39
70,"Officers returned fire, striking Solomon. He was rushed to ⁦⁦⁦ University of Mississippi Medical Center. He later passed away. https://t.co/6stGP8fJh8","Jackson, Mississippi",radamsWAPT,1,1,2021-06-16 00:43:10
71,"Blessed ain't even the word 〽️

Mississippi vs Everybody @ University of Michigan https://t.co/RmoDyHqgZp",The Farm,CoachKidd10,0,1,2021-06-16 00:17:44
72,"Ole Miss coach Mike Bianco is currently high atop the list to become the next head coach at LSU. 

Here’s what Ole Miss AD Keith Carter said on the Rebel Road Trip on the MS Gulf Coast. 

via @Patrick_Magee | @sunherald

https://t.co/SAYobQIY84",Mississippi Forever,BradLoganCOTE,3,6,2021-06-16 00:09:16
73,Is Ole Miss coach Mike Bianco in the mix at LSU? Here's what the Rebels' athletic director has to say. https://t.co/FQ8PfyfNNT https://t.co/Cv2gWx9fF1,Mississippi Gulf Coast,CoastCoverage,0,1,2021-06-15 23:41:31
74,"Is Ole Miss coach Mike Bianco in the mix at LSU? Here's what the Rebels' athletic director, Keith Carter, has to say. https://t.co/oxBzpWmetP https://t.co/9z9OsgJWC1","Ocean Springs, MS",Patrick_Magee,11,20,2021-06-15 23:40:55
75,Ole Miss athletic director Keith Carter addressed reports that Mike Bianco is a top candidate to become the LSU baseball coach. https://t.co/8QfGM8rxWF,"Biloxi, Miss.",sunherald,1,1,2021-06-15 23:37:14
76,@btsmamad @army_mellissa Ole Miss is a different school - The University of Mississippi. This one is The University of Southern Mississippi.,"Mississippi, USA",7obsessed,0,4,2021-06-15 23:34:44
77,Interview with Eduardo Prieto the University of Mississippi‘s first vice chancellor for enrollment management. #OleMiss #hottytoddy #wlox https://t.co/mXgobttu9a,"Biloxi, Mississippi",WLOX,1,5,2021-06-15 23:24:47
78,Had a great visit at the University Of Mississippi🔵🔴@Mansell247 @ChadSimmons_ @OleMissFB https://t.co/eXdolqSxkJ,,JamarGraham16,4,13,2021-06-15 22:37:48
79,"Had a amazing unofficial visit to The University Of Mississippi🔵🔴 #HottyToddy
@Mansell247 @ChadSimmons_ https://t.co/dUdVvf4StB",,Kg_Mosley54,2,25,2021-06-15 22:28:43
80,"Coach Broderick Fobbs Grambling State University adds Offensive Lineman Coach
* Bryant Ross
* University  of Louisiana Assistant Line Coach
* Mississippi State Offensive line graduate assistant
* Central State run game coordinator O-line Coach https://t.co/tPnaopQMpd",Magic City ~ Birmingham ,HBCUSports1,0,8,2021-06-15 22:26:59
81,USC official visit gives Mississippi State baseball commit something to think about https://t.co/53j6FP2dyR,"Columbia, SC",thestatesports,0,1,2021-06-15 21:55:46
82,"Shennette Garrett-Scott, associate professor of history and African American Studies at the University of Mississippi, joins host Krys Boyd to talk about how many Black Wall Streets actually once dotted the landscape across the country – https://t.co/odlFm3sNxN",NYC,darkwoodthief,0,0,2021-06-15 21:35:50
83,"i’m from rural mississippi, and i am currently enrolled in the university of southern mississippi. to the top! 💛🖤🦅 https://t.co/eJSNYvs39i","Pineville, MS",abigailmtroth,0,0,2021-06-15 20:51:47
84,Blessed to receive an offer from the University of Mississippi 🙏🏽 https://t.co/2kpuRzwUO5,"Covington, GA",jakai_newton,19,101,2021-06-15 19:59:31
85,@wil_sax10 @SouthernMissFB @CoachDarveau @Marcusdent93 @Mansell247 @DemetricDWarren @AllenTrieu @GldnEaglePride @Coach_Hall7 @TheJeffTakeWXXV @ToTheTopTalk @SWiltfong247 @wil_sax10 I am so glad that you choose to make the University of Southern Mississippi your home for the next four years. I look forward to seeing you advance your abilities on the Football field. I also look forward to seeing you succeed off the field and becoming a great man!,,RonIsProud,0,4,2021-06-15 19:58:43
86,"Meet Mississippi student who helped Novak Djokovic defeat Rafael Nadal -
A William Carey University tennis player had the opportunity of a lifetime
Why was Leo Bresson chosen as Djokovic's practice partner? Because he’s left-handed. 
https://t.co/MFImKCo2Q3 https://t.co/pXUNnRPPIF",Chicago,CristinaNcl,3,94,2021-06-15 19:27:39
87,"University of West Florida lands Jackson State University Defensive Lineman
* Vincent McIntosh III  6'2"" 300 lbs
* Shannon High School Mississippi
* Itawamba Community College https://t.co/QwDJicUtlT",Magic City ~ Birmingham ,HBCUSports1,0,6,2021-06-15 19:02:42
88,"Oseola McCarty, a cleaning lady who work all her life Donated her accumulated savings to University of Southern Mississippi $150,000 for student scholarship program

“I want to help somebody’s child go to college,
“I’m giving it away so the children won’t work so hard like I did https://t.co/hBUziPVQv8",Africa,Blacksregion,7,34,2021-06-15 18:50:02
89,"The YMCA of Greater Birmingham Instructor Spotlight would like to introduce you to 🥁🥁🥁 𝐑𝐨𝐛𝐲𝐧 𝐁𝐨𝐚𝐭𝐦𝐚𝐧!

Married for 30 years, she's mother to a 16 yr old son &amp; 20 yr old daughter. She graduated from the University of Southern Mississippi with a major in English &amp;... https://t.co/DzEZia7SDg","Birmingham, Alabama",BirminghamYMCA,0,2,2021-06-15 18:40:41
90,Y'all!!!!!! Tae is wearing a University of Southern Mississippi sweatshirt!!!!!  I almost fell off the couch!!!!!! https://t.co/ttrNhoyko6,"Mississippi, USA",7obsessed,0,2,2021-06-15 18:32:29
91,The University of Mississippi 🔵🔴 @Lane_Kiffin @DerrickDnix https://t.co/XwL1c46u6m,"Rock Hill, SC",toniobarber11,12,83,2021-06-15 17:51:45
92,Shennette Garrett-Scott is an associate professor of History and African American Studies at the University of Mississippi.,"Dallas, TX",kerathink,2,3,2021-06-15 17:17:02
93,Blessed to Receive My First SEC offer from The University Of Mississippi 💙 https://t.co/Dt4JXNZttK,"atlanta , ga ",_CjMadden8,33,355,2021-06-15 16:45:58
94,@SumSleepy They did a virtual diploma I graduated at the University of Mississippi Pecan Park,Mississippi,YaoYongSoo,0,0,2021-06-15 16:42:11
95,"Join us in welcoming Eric Scott, who joined the USM faculty as the Visiting Assistant Director of Bands, where he will assist “The Pride of Mississippi” Marching Band, direct the USM Basketball Pep Band, conduct the University Band, and teach conducting.

https://t.co/oQJAtYvgDR https://t.co/3MKcFjqMwR","Hattiesburg, MS",SouthernMissNow,1,3,2021-06-15 16:25:00
96,We will be at the University of North Alabama on Thursday and North-East Mississippi Community College on Friday. Send us a DM if you’re playing at either of these places!,"Alabama, USA",BamaPrepHoops,0,3,2021-06-15 15:09:24
97,"Did you know @SouthernMiss's annual economic impact on the state of Mississippi is more than $600 million? The University creates and supports nearly 6,000 jobs in Hattiesburg and more than 1,250 on the Gulf Coast. https://t.co/Uu82hjK85s #AdvancingMS https://t.co/ypvVfHb2nJ","Jackson, Mississippi",MSPublicUniv,9,22,2021-06-15 15:00:33
98,"Hello, University of Southern Mississippi Special Collections. What do you have in store for me today? https://t.co/twsbnu0rd7",Muscogee/Dharawal country ,drkyliesmith,0,13,2021-06-15 13:48:24
99,Next thing you know What the University of Southern Mississippi gets a huge influx of people buying their stuff https://t.co/dyTkvddju9,Murd3r Mitten ,youremyhopex3,0,2,2021-06-15 13:40:48
