,Content,Location,Username,Retweet-Count,Favorites,Created at
83,"Premier Iain Rankin and Dr. Robert Strang, Nova Scotia's chief medical officer of health, are holding a COVID-19 briefing at 3 p.m. today. Watch it live. https://t.co/RAx7Kj7Ppv https://t.co/0R9XzFVAmo","Halifax, Nova Scotia, Canada",chronicleherald,0,0,2021-06-17 17:52:43
84,"Fourteen new COVID-19 cases reported in Nova Scotia Thursday
https://t.co/71tO8GLgCS","Truro, Nova Scotia Canada",PureCountry995,0,0,2021-06-17 17:50:40
85,"Fourteen new COVID-19 cases reported in Nova Scotia Thursday
https://t.co/ggdqeRM6Jc",Truro Nova Scotia,BounceRadio1009,0,0,2021-06-17 17:49:52
86,"WATCH: Nova Scotia's COVID-19 briefing on Thursday, June 17 https://t.co/nOYmH42re4 https://t.co/rfpzo8bAzZ","Halifax, Nova Scotia",HalifaxToday,0,0,2021-06-17 17:49:11
87,New youth group in Pictou County to host fun and inclusive events this summer | Saltwire https://t.co/6oBpQauRUC,"New Glasgow, Nova Scotia",ngnews,1,2,2021-06-17 17:41:40
88,"Happier, healthier animals important factor in Kleiner Farms' focus in Yarmouth County | Saltwire https://t.co/n4TTBAVFPI","Halifax, Nova Scotia, Canada",chronicleherald,3,1,2021-06-17 17:31:44
89,Planning underway for new commuter ferry between Bedford and Halifax https://t.co/FAn2zOKD2H,"Halifax, Canada",halifaxnews,1,11,2021-06-17 17:31:03
90,"Congratulations to Marla and Tom Dorward, owners of the Halifax Folklore Centre— just down the street from Academy campus, who are celebrating their 50th anniversary as a music hub!

Read more about them at https://t.co/L4dZHNkEc0.","Halifax, Nova Scotia, Canada",NSCADUniversity,0,1,2021-06-17 17:24:43
91,"The second of four true life ""Corner Store Stories"" illustrated by Jon Claytor and posted by the Canadian Broadcasting Company. This one's about Point Pleasant Grocery. https://t.co/tU65FjBrOJ @jonclaytor @CBC","Salinas, CA",sscsinc,0,1,2021-06-17 17:12:18
92,Halifax couple behind tutoring company plead guilty to fraud charges | Saltwire https://t.co/a929ZWy1cK,"Halifax, Nova Scotia, Canada",chronicleherald,0,0,2021-06-17 17:08:58
93,"Subsidizing for-profit developers to build units that will not meet the needs of community/will not remain permanently affordable will build a future that excludes families and children living in poverty. #NSpoli #HousingforAll #EndPoverty

https://t.co/n7FzaRxe8M",www.behindthenumbers.ca,CCPANS,7,14,2021-06-17 17:00:02
94,"Jordan Falls man charged after threatening people with a chainsaw in Shelburne
https://t.co/yLbayaep18","Truro, Nova Scotia Canada",PureCountry995,0,0,2021-06-17 16:55:06
95,"Jordan Falls man charged after threatening people with a chainsaw in Shelburne
https://t.co/ejPggmIqNT",Truro Nova Scotia,BounceRadio1009,0,0,2021-06-17 16:54:23
96,"What an awful story - this province needs to move on from its Covid obsession. #nspoli 

https://t.co/L1rNTedNuq",Halifax,TristanCPDT,0,3,2021-06-17 16:51:42
97,This is heartbreaking. May Kai rest in peace. I wish his family the comfort they desperately need. https://t.co/pPdUuMX6kK,Canada,JkhouryNS,0,0,2021-06-17 16:51:38
98,JUNE 17: 14 new COVID-19 cases announced in Nova Scotia | Saltwire https://t.co/TpmQTayA9x https://t.co/9Pd1J26nwn,Atlantic Canada,SaltWireNetwork,0,0,2021-06-17 16:47:28
99,JUNE 17: 14 new COVID-19 cases announced in Nova Scotia | Saltwire https://t.co/jFUrhMfbMa https://t.co/MMLaekXNTB,"New Glasgow, Nova Scotia",ngnews,0,0,2021-06-17 16:47:28
