,Content,Location,Username,Retweet-Count,Favorites,Created at
58,@chipfranklin Not even immigrants want to move to South Dakota.  So don’t worry my friend,,tamiroad,0,0,2021-06-18 03:47:31
59,"@kates4cubbies @cujoknows As is South Dakota, at least in our house anyway.",South Dakota,Ndjish,0,1,2021-06-18 03:45:46
60,"@bopinion Two classes: rural poor &amp; urban rich. Rich kids will get to live in fun, exciting big cities, kicking out poor people of color/SSI who'll be bused to South Dakota, Montana, North Dakota; places nobody wants to live &amp; it costs nothing to put up tons of HUD/Section 8 Villages.",,Ave19th,0,0,2021-06-18 03:44:03
61,@govkristinoem A little late to the party South Dakota is one of only 3 states that has not celebrated Juneteenth as a state holiday.  Only when forced to honor the date as a federal holiday does Kristi acknowledge Juneteenth even as she still objects to it being taught in SD classrooms.,United States,RoundMaryGoes,0,1,2021-06-18 03:42:53
62,Judge strikes down South Dakota ballot restriction law similar to new act in Arkansas https://t.co/ahlVfFxirH via @arktimes, USA,PatriciaLady01,1,1,2021-06-18 03:41:47
63,@ajplus So what! It open carry in South Dakota no premit required.,Belle Fourche SD ,sdwildchild,0,0,2021-06-18 03:40:28
64,@jeremykasperson right. like how can red south dakota legalize it but not blue minnesota smh,United States,girlandvodka,0,1,2021-06-18 03:38:35
65,We made the trip to the University of South Dakota football camp. @TorinCavanaugh received some excellent instruction from the D-Line staff and got some tough reps against the best this region has to offer. https://t.co/qEKsRsjCwh,"Junction City, KS",scsports26,0,2,2021-06-18 03:38:00
66,South Dakota Is the Only State With No Juneteenth Law: Here's Why:  https://t.co/h16AHV0NNP,AZ/NY,Stellablue9,2,4,2021-06-18 03:37:47
67,Every 45 minutes a baby in South Dakota is beat up by the church of Scientology. You can help by tweeting at Trixie Mattel. Follow any YouTube content creator for more info on this incredibly disheartening news. ((image)),,weneedyourhelp0,0,0,2021-06-18 03:36:49
68,"@westofscenic The way that the people in South Dakota have treated the indigenous in their state is disgusting, that governor  she is a Republican and they don’t care about anybody but themselves it’s very sad , I’ve spent time there.  She needs to be voted out!",California & Greece,itsgreek2me2,0,0,2021-06-18 03:35:21
69,The South Dakota VFW Convention is under way in Yankton. State Commander Cody Mangold belongs to Ernest Bowyer Post 791 in Yankton.,,RDockendorf,0,0,2021-06-18 03:30:05
70,"South Dakota Supreme Court: Deadwood home can be Black Hills vacation rental, despite housing ... https://t.co/frQUPorZq4",,vrhelper,0,0,2021-06-18 03:29:39
71,"@JillSearsSDnews This tweet got me to thinking, so aside from the obvious ones like ""North By Northwest"", ""Nomadland"", ""Dances With Wolves"", and ""Nebraska"", there's plenty of others I was unaware of that were shot in SD.  https://t.co/T8TFJvbXbm.","Rapid City, SD",AA7YA,0,0,2021-06-18 03:29:08
72,"Wall, South Dakota.  It has a population of around 814, but up to 20,000 people a day can visit this small city during its peak tourist season. #wallsouthdakota #yourshotphotographer #ourfotoworld #southdakota #smalltown #smalltownusa #travel #tlpicks #natgeo #natgeotravel #… https://t.co/TIf7Ksmw3T",Utah,TJWalkerPhotos,0,0,2021-06-18 03:28:19
73,@acowan25 @chipfranklin This map is a massive oversimplification. And im reality was split into a million tiny pieces with similar cultures. And all those tiny pieces fought and traded. Also not sure what your argument is. The people of south Dakota are the natives now. And im sure they wouldve loved it,"North Carolina, USA",techrin12,0,0,2021-06-18 03:28:13
74,"Love a themed book club! Old Hollywood glamour✨ and a great read, especially for the month of June. 

#loveislove @ Sioux Falls, South Dakota https://t.co/0LEVvmfNSC",,shelbyhogue,0,0,2021-06-18 03:27:42
75,"@Jean28387727 @BurkesLawNYC @govkristinoem We have enough problems in North Dakota. We don't need the state that says they're on meth. 

https://t.co/vGsIx7MCJ8",,dvillella,0,0,2021-06-18 03:26:20
76,@Dolphinator34 @ian693 Man I wish.  Never been to a Miami Home Game as I live to far away in South Dakota.  Some day.  Hope someone hits you up.,,DJPhins,0,0,2021-06-18 03:24:33
77,North Dakota implies the existence of South Dakota,Jupiter,_nickharrison6,0,6,2021-06-18 03:22:17
